"region","ag.land","country","year","weight","denom","prop","mobile","internet","iso","scale"
"19",1,"tanzania",2007,282.530739,373115867,0.757219845,0,NA,"TZA",1000000
"20",1,"tanzania",2007,134.450679,178733148,0.75224255,0,NA,"TZA",1000000
"21",1,"tanzania",2007,173.481752,207909275,0.834410836,0,NA,"TZA",1000000
"51",1,"tanzania",2007,15.367509,21680910,0.70880369,0,NA,"TZA",1000000
"52",1,"tanzania",2007,7.907252,16203948,0.487983052,0,NA,"TZA",1000000
"53",1,"tanzania",2007,5.565553,22640125,0.245826955,0,NA,"TZA",1000000
"54",1,"tanzania",2007,17.352944,25834476,0.671697154,0,NA,"TZA",1000000
"55",1,"tanzania",2007,12.794825,20700883,0.618081122,0,NA,"TZA",1000000
"1",0,"tanzania",2007,28.013747,59601934,0.47001406,1,NA,"TZA",1000000
"2",0,"tanzania",2007,90.671459,156437470,0.579601927,1,NA,"TZA",1000000
"3",0,"tanzania",2007,49.154261,95840709,0.512874555,1,NA,"TZA",1000000
"4",0,"tanzania",2007,43.353245,80323954,0.539729966,1,NA,"TZA",1000000
"5",0,"tanzania",2007,70.864801,144381747,0.490815511,1,NA,"TZA",1000000
"6",0,"tanzania",2007,25.020307,55851954,0.4479755,1,NA,"TZA",1000000
"7",0,"tanzania",2007,392.610581,514014828,0.763811781,1,NA,"TZA",1000000
"8",0,"tanzania",2007,12.16618,31877522,0.381653881,1,NA,"TZA",1000000
"9",0,"tanzania",2007,8.139325,44598907,0.182500549,1,NA,"TZA",1000000
"10",0,"tanzania",2007,14.317993,35242641,0.406269014,1,NA,"TZA",1000000
"11",0,"tanzania",2007,15.882707,52119875,0.304734173,1,NA,"TZA",1000000
"12",0,"tanzania",2007,52.617273,128294990,0.410127262,1,NA,"TZA",1000000
"13",0,"tanzania",2007,10.630409,27432742,0.387508073,1,NA,"TZA",1000000
"14",0,"tanzania",2007,44.375327,92779607,0.478287508,1,NA,"TZA",1000000
"15",0,"tanzania",2007,13.879183,40227440,0.345017804,1,NA,"TZA",1000000
"16",0,"tanzania",2007,12.576815,45961796,0.273636283,1,NA,"TZA",1000000
"17",0,"tanzania",2007,38.98577,92090316,0.423342776,1,NA,"TZA",1000000
"18",0,"tanzania",2007,2.709678,29960479,0.090441745,1,NA,"TZA",1000000
"19",0,"tanzania",2007,110.914772,249426065,0.444679958,1,NA,"TZA",1000000
"20",0,"tanzania",2007,53.514596,100329033,0.533390928,1,NA,"TZA",1000000
"21",0,"tanzania",2007,14.505738,35848050,0.404645106,1,NA,"TZA",1000000
"51",0,"tanzania",2007,6.559325,16171536,0.405609275,1,NA,"TZA",1000000
"52",0,"tanzania",2007,5.066189,9082705,0.557784162,1,NA,"TZA",1000000
"53",0,"tanzania",2007,50.755629,63395650,0.800616904,1,NA,"TZA",1000000
"54",0,"tanzania",2007,6.596025,16208941,0.406937443,1,NA,"TZA",1000000
"55",0,"tanzania",2007,6.740716,16279157,0.414070335,1,NA,"TZA",1000000
"1",1,"tanzania",2007,37.116857,324124671,0.114514137,1,NA,"TZA",1000000
"2",1,"tanzania",2007,61.236974,205949804,0.297339317,1,NA,"TZA",1000000
"3",1,"tanzania",2007,123.228467,266730434,0.461996275,1,NA,"TZA",1000000
"4",1,"tanzania",2007,66.667417,324948327,0.205163134,1,NA,"TZA",1000000
"5",1,"tanzania",2007,73.742917,344383490,0.214130233,1,NA,"TZA",1000000
"6",1,"tanzania",2007,33.192465,156438938,0.212175213,1,NA,"TZA",1000000
"7",1,"tanzania",2007,87.279377,110187157,0.792101179,1,NA,"TZA",1000000
"8",1,"tanzania",2007,22.780053,224805263,0.101332383,1,NA,"TZA",1000000
"9",1,"tanzania",2007,21.33735,295904707,0.072108856,1,NA,"TZA",1000000
"10",1,"tanzania",2007,24.062358,282024534,0.085320088,1,NA,"TZA",1000000
"11",1,"tanzania",2007,69.341677,399137354,0.173728859,1,NA,"TZA",1000000
"12",1,"tanzania",2007,102.686577,482077238,0.213008557,1,NA,"TZA",1000000
"13",1,"tanzania",2007,15.89442,186577605,0.085189324,1,NA,"TZA",1000000
"14",1,"tanzania",2007,43.678801,300586784,0.145311781,1,NA,"TZA",1000000
"15",1,"tanzania",2007,29.313249,252759347,0.115972957,1,NA,"TZA",1000000
"16",1,"tanzania",2007,34.062945,282844004,0.120430147,1,NA,"TZA",1000000
"17",1,"tanzania",2007,58.307962,502351420,0.116070065,1,NA,"TZA",1000000
"18",1,"tanzania",2007,86.380195,450270575,0.191840639,1,NA,"TZA",1000000
"19",1,"tanzania",2007,90.585128,373115867,0.242780155,1,NA,"TZA",1000000
"20",1,"tanzania",2007,44.282469,178733148,0.24775745,1,NA,"TZA",1000000
"21",1,"tanzania",2007,34.427523,207909275,0.165589164,1,NA,"TZA",1000000
"51",1,"tanzania",2007,6.313401,21680910,0.29119631,1,NA,"TZA",1000000
"52",1,"tanzania",2007,8.296696,16203948,0.512016948,1,NA,"TZA",1000000
"53",1,"tanzania",2007,17.074572,22640125,0.754173045,1,NA,"TZA",1000000
"54",1,"tanzania",2007,8.481532,25834476,0.328302846,1,NA,"TZA",1000000
"55",1,"tanzania",2007,7.906058,20700883,0.381918878,1,NA,"TZA",1000000
"1",0,"tanzania",2010,16.1367,32951035,0.489717546,0,NA,"TZA",1000000
"2",0,"tanzania",2010,79.421895,199762528,0.397581547,0,NA,"TZA",1000000
"3",0,"tanzania",2010,16.169155,128535531,0.125795217,0,NA,"TZA",1000000
"4",0,"tanzania",2010,55.440948,154329136,0.359238375,0,NA,"TZA",1000000
"5",0,"tanzania",2010,39.396917,111001423,0.35492263,0,NA,"TZA",1000000
"6",0,"tanzania",2010,17.939107,70483235,0.254515943,0,NA,"TZA",1000000
"7",0,"tanzania",2010,59.849962,523189138,0.114394504,0,NA,"TZA",1000000
"8",0,"tanzania",2010,11.512116,23563214,0.488563063,0,NA,"TZA",1000000
"9",0,"tanzania",2010,17.427588,40176959,0.433770709,0,NA,"TZA",1000000
"10",0,"tanzania",2010,11.816302,28903714,0.408816044,0,NA,"TZA",1000000
"11",0,"tanzania",2010,24.555021,79912531,0.307273724,0,NA,"TZA",1000000
"12",0,"tanzania",2010,51.950569,150177709,0.345927297,0,NA,"TZA",1000000
"13",0,"tanzania",2010,8.804106,25497133,0.345297881,0,NA,"TZA",1000000
"14",0,"tanzania",2010,19.840262,45306469,0.437912343,0,NA,"TZA",1000000
"15",0,"tanzania",2010,38.084859,60773724,0.626666534,0,NA,"TZA",1000000
"16",0,"tanzania",2010,53.67267,121061339,0.443351035,0,NA,"TZA",1000000
"17",0,"tanzania",2010,57.40175,135240988,0.424440481,0,NA,"TZA",1000000
"18",0,"tanzania",2010,25.398251,65878316,0.38553279,0,NA,"TZA",1000000
"19",0,"tanzania",2010,88.319381,198805518,0.444250149,0,NA,"TZA",1000000
"20",0,"tanzania",2010,14.40844,38486338,0.374378046,0,NA,"TZA",1000000
"21",0,"tanzania",2010,13.542344,30526848,0.443620776,0,NA,"TZA",1000000
"51",0,"tanzania",2010,7.528586,19343154,0.389211914,0,NA,"TZA",1000000
"52",0,"tanzania",2010,3.695115,13650688,0.270690752,0,NA,"TZA",1000000
"53",0,"tanzania",2010,6.629695,78032526,0.084960661,0,NA,"TZA",1000000
"54",0,"tanzania",2010,2.249941,5416233,0.415406981,0,NA,"TZA",1000000
"55",0,"tanzania",2010,4.69556,11317317,0.414900457,0,NA,"TZA",1000000
"1",1,"tanzania",2010,443.039895,547137014,0.809742137,0,NA,"TZA",1000000
"2",1,"tanzania",2010,116.4077,198186856,0.587363372,0,NA,"TZA",1000000
"3",1,"tanzania",2010,131.692309,331517185,0.397241274,0,NA,"TZA",1000000
"4",1,"tanzania",2010,223.148037,388407125,0.574520967,0,NA,"TZA",1000000
"5",1,"tanzania",2010,226.037954,387611857,0.583155417,0,NA,"TZA",1000000
"6",1,"tanzania",2010,103.644098,198858919,0.521194114,0,NA,"TZA",1000000
"7",1,"tanzania",2010,20.161805,196792850,0.102451918,0,NA,"TZA",1000000
"8",1,"tanzania",2010,145.881059,194826715,0.748773386,0,NA,"TZA",1000000
"9",1,"tanzania",2010,302.986239,384992587,0.786992397,0,NA,"TZA",1000000
"10",1,"tanzania",2010,240.690366,328723167,0.732197758,0,NA,"TZA",1000000
"11",1,"tanzania",2010,244.007997,416158746,0.58633394,0,NA,"TZA",1000000
"12",1,"tanzania",2010,243.472993,430942128,0.564978398,0,NA,"TZA",1000000
"13",1,"tanzania",2010,188.888796,275597652,0.685378829,0,NA,"TZA",1000000
"14",1,"tanzania",2010,190.184168,317014146,0.599923285,0,NA,"TZA",1000000
"15",1,"tanzania",2010,157.572233,216084251,0.729216647,0,NA,"TZA",1000000
"16",1,"tanzania",2010,218.45933,294825648,0.740978037,0,NA,"TZA",1000000
"17",1,"tanzania",2010,284.419981,465724809,0.610703951,0,NA,"TZA",1000000
"18",1,"tanzania",2010,300.19324,488837170,0.614096592,0,NA,"TZA",1000000
"19",1,"tanzania",2010,296.707945,497388556,0.596531507,0,NA,"TZA",1000000
"20",1,"tanzania",2010,158.791241,285736256,0.55572661,0,NA,"TZA",1000000
"21",1,"tanzania",2010,135.566143,201503389,0.672773514,0,NA,"TZA",1000000
"51",1,"tanzania",2010,11.360309,21182958,0.536294742,0,NA,"TZA",1000000
"52",1,"tanzania",2010,4.304879,13777012,0.312468262,0,NA,"TZA",1000000
"53",1,"tanzania",2010,1.377615,11436018,0.120462822,0,NA,"TZA",1000000
"54",1,"tanzania",2010,18.048405,39864846,0.452739865,0,NA,"TZA",1000000
"55",1,"tanzania",2010,14.600857,32410078,0.450503606,0,NA,"TZA",1000000
"1",0,"tanzania",2010,16.814335,32951035,0.510282454,1,NA,"TZA",1000000
"2",0,"tanzania",2010,120.340633,199762528,0.602418453,1,NA,"TZA",1000000
"3",0,"tanzania",2010,112.366376,128535531,0.874204783,1,NA,"TZA",1000000
"4",0,"tanzania",2010,98.888188,154329136,0.640761625,1,NA,"TZA",1000000
"5",0,"tanzania",2010,71.604506,111001423,0.64507737,1,NA,"TZA",1000000
"6",0,"tanzania",2010,52.544128,70483235,0.745484057,1,NA,"TZA",1000000
"7",0,"tanzania",2010,463.339176,523189138,0.885605496,1,NA,"TZA",1000000
"8",0,"tanzania",2010,12.051098,23563214,0.511436937,1,NA,"TZA",1000000
"9",0,"tanzania",2010,22.749371,40176959,0.566229291,1,NA,"TZA",1000000
"10",0,"tanzania",2010,17.087412,28903714,0.591183956,1,NA,"TZA",1000000
"11",0,"tanzania",2010,55.35751,79912531,0.692726276,1,NA,"TZA",1000000
"12",0,"tanzania",2010,98.22714,150177709,0.654072703,1,NA,"TZA",1000000
"13",0,"tanzania",2010,16.693027,25497133,0.654702119,1,NA,"TZA",1000000
"14",0,"tanzania",2010,25.466207,45306469,0.562087657,1,NA,"TZA",1000000
"15",0,"tanzania",2010,22.688865,60773724,0.373333466,1,NA,"TZA",1000000
"16",0,"tanzania",2010,67.388669,121061339,0.556648965,1,NA,"TZA",1000000
"17",0,"tanzania",2010,77.839238,135240988,0.575559519,1,NA,"TZA",1000000
"18",0,"tanzania",2010,40.480065,65878316,0.61446721,1,NA,"TZA",1000000
"19",0,"tanzania",2010,110.486137,198805518,0.555749851,1,NA,"TZA",1000000
"20",0,"tanzania",2010,24.077898,38486338,0.625621954,1,NA,"TZA",1000000
"21",0,"tanzania",2010,16.984504,30526848,0.556379224,1,NA,"TZA",1000000
"51",0,"tanzania",2010,11.814568,19343154,0.610788086,1,NA,"TZA",1000000
"52",0,"tanzania",2010,9.955573,13650688,0.729309248,1,NA,"TZA",1000000
"53",0,"tanzania",2010,71.402831,78032526,0.915039339,1,NA,"TZA",1000000
"54",0,"tanzania",2010,3.166292,5416233,0.584593019,1,NA,"TZA",1000000
"55",0,"tanzania",2010,6.621757,11317317,0.585099543,1,NA,"TZA",1000000
"1",1,"tanzania",2010,104.097119,547137014,0.190257863,1,NA,"TZA",1000000
"2",1,"tanzania",2010,81.779156,198186856,0.412636628,1,NA,"TZA",1000000
"3",1,"tanzania",2010,199.824876,331517185,0.602758726,1,NA,"TZA",1000000
"4",1,"tanzania",2010,165.259088,388407125,0.425479033,1,NA,"TZA",1000000
"5",1,"tanzania",2010,161.573903,387611857,0.416844583,1,NA,"TZA",1000000
"6",1,"tanzania",2010,95.214821,198858919,0.478805886,1,NA,"TZA",1000000
"7",1,"tanzania",2010,176.631045,196792850,0.897548082,1,NA,"TZA",1000000
"8",1,"tanzania",2010,48.945656,194826715,0.251226614,1,NA,"TZA",1000000
"9",1,"tanzania",2010,82.006348,384992587,0.213007603,1,NA,"TZA",1000000
"10",1,"tanzania",2010,88.032801,328723167,0.267802242,1,NA,"TZA",1000000
"11",1,"tanzania",2010,172.150749,416158746,0.41366606,1,NA,"TZA",1000000
"12",1,"tanzania",2010,187.469135,430942128,0.435021602,1,NA,"TZA",1000000
"13",1,"tanzania",2010,86.708856,275597652,0.314621171,1,NA,"TZA",1000000
"14",1,"tanzania",2010,126.829978,317014146,0.400076715,1,NA,"TZA",1000000
"15",1,"tanzania",2010,58.512018,216084251,0.270783353,1,NA,"TZA",1000000
"16",1,"tanzania",2010,76.366318,294825648,0.259021963,1,NA,"TZA",1000000
"17",1,"tanzania",2010,181.304828,465724809,0.389296049,1,NA,"TZA",1000000
"18",1,"tanzania",2010,188.64393,488837170,0.385903408,1,NA,"TZA",1000000
"19",1,"tanzania",2010,200.680611,497388556,0.403468493,1,NA,"TZA",1000000
"20",1,"tanzania",2010,126.945015,285736256,0.44427339,1,NA,"TZA",1000000
"21",1,"tanzania",2010,65.937246,201503389,0.327226486,1,NA,"TZA",1000000
"51",1,"tanzania",2010,9.822649,21182958,0.463705258,1,NA,"TZA",1000000
"52",1,"tanzania",2010,9.472133,13777012,0.687531738,1,NA,"TZA",1000000
"53",1,"tanzania",2010,10.058403,11436018,0.879537178,1,NA,"TZA",1000000
"54",1,"tanzania",2010,21.816441,39864846,0.547260135,1,NA,"TZA",1000000
"55",1,"tanzania",2010,17.809221,32410078,0.549496394,1,NA,"TZA",1000000
"1",0,"tanzania",2012,36.500378,79693418,0.458009945,0,NA,"TZA",1000000
"2",0,"tanzania",2012,37.542631,166833302,0.225030798,0,NA,"TZA",1000000
"3",0,"tanzania",2012,8.234401,64179523,0.128302621,0,NA,"TZA",1000000
"4",0,"tanzania",2012,54.024055,163063551,0.331306749,0,NA,"TZA",1000000
"5",0,"tanzania",2012,31.922877,142242108,0.224426349,0,NA,"TZA",1000000
"6",0,"tanzania",2012,17.916916,91823539,0.195123344,0,NA,"TZA",1000000
"7",0,"tanzania",2012,60.057434,743714731,0.08075332,0,NA,"TZA",1000000
"8",0,"tanzania",2012,8.76878,38478865,0.22788562,0,NA,"TZA",1000000
"9",0,"tanzania",2012,37.137307,116289453,0.319352323,0,NA,"TZA",1000000
"10",0,"tanzania",2012,25.922016,78629266,0.32967389,0,NA,"TZA",1000000
"11",0,"tanzania",2012,17.548843,30668246,0.572215411,0,NA,"TZA",1000000
"12",0,"tanzania",2012,20.827831,134487143,0.154868566,0,NA,"TZA",1000000
"13",0,"tanzania",2012,27.378747,65746253,0.41643053,0,NA,"TZA",1000000
"14",0,"tanzania",2012,37.660236,93964002,0.400794296,0,NA,"TZA",1000000
"15",0,"tanzania",2012,20.713733,42368323,0.488896693,0,NA,"TZA",1000000
"16",0,"tanzania",2012,17.89424,97746514,0.183067807,0,NA,"TZA",1000000
"17",0,"tanzania",2012,27.41894,85215570,0.321759744,0,NA,"TZA",1000000
"18",0,"tanzania",2012,6.739693,53428567,0.126143997,0,NA,"TZA",1000000
"19",0,"tanzania",2012,29.072252,222467020,0.130681177,0,NA,"TZA",1000000
"20",0,"tanzania",2012,21.496521,84667654,0.253892957,0,NA,"TZA",1000000
"21",0,"tanzania",2012,11.98955,57604231,0.208136621,0,NA,"TZA",1000000
"22",0,"tanzania",2012,3.745017,20077865,0.186524663,0,NA,"TZA",1000000
"23",0,"tanzania",2012,12.885235,26776235,0.481219074,0,NA,"TZA",1000000
"24",0,"tanzania",2012,36.312322,73498884,0.494052699,0,NA,"TZA",1000000
"25",0,"tanzania",2012,31.903292,63567101,0.501883702,0,NA,"TZA",1000000
"51",0,"tanzania",2012,6.066889,19425751,0.312311684,0,NA,"TZA",1000000
"52",0,"tanzania",2012,2.012302,10804387,0.186248604,0,NA,"TZA",1000000
"53",0,"tanzania",2012,9.294488,131658980,0.070595169,0,NA,"TZA",1000000
"54",0,"tanzania",2012,2.338536,17027799,0.137336364,0,NA,"TZA",1000000
"55",0,"tanzania",2012,2.716888,15494132,0.175349481,0,NA,"TZA",1000000
"1",1,"tanzania",2012,293.486299,450370661,0.651655013,0,NA,"TZA",1000000
"2",1,"tanzania",2012,53.157676,175335205,0.303177425,0,NA,"TZA",1000000
"3",1,"tanzania",2012,113.124416,328525482,0.344339852,0,NA,"TZA",1000000
"4",1,"tanzania",2012,185.569466,354028275,0.524165664,0,NA,"TZA",1000000
"5",1,"tanzania",2012,101.398559,253352598,0.400227035,0,NA,"TZA",1000000
"6",1,"tanzania",2012,43.995198,121564401,0.361908566,0,NA,"TZA",1000000
"7",1,"tanzania",2012,10.447436,154135149,0.06778101,0,NA,"TZA",1000000
"8",1,"tanzania",2012,96.645536,170176559,0.567913328,0,NA,"TZA",1000000
"9",1,"tanzania",2012,149.031832,282351661,0.527823465,0,NA,"TZA",1000000
"10",1,"tanzania",2012,292.732404,578191758,0.506289479,0,NA,"TZA",1000000
"11",1,"tanzania",2012,93.344075,195173488,0.478262063,0,NA,"TZA",1000000
"12",1,"tanzania",2012,220.096705,512728755,0.429265382,0,NA,"TZA",1000000
"13",1,"tanzania",2012,179.593086,318486101,0.563896149,0,NA,"TZA",1000000
"14",1,"tanzania",2012,129.609236,288958323,0.448539549,0,NA,"TZA",1000000
"15",1,"tanzania",2012,88.083689,131716743,0.668735705,0,NA,"TZA",1000000
"16",1,"tanzania",2012,132.341435,257501118,0.513945089,0,NA,"TZA",1000000
"17",1,"tanzania",2012,143.817911,264216990,0.544317423,0,NA,"TZA",1000000
"18",1,"tanzania",2012,179.726275,398250522,0.45128949,0,NA,"TZA",1000000
"19",1,"tanzania",2012,111.041598,243998853,0.455090656,0,NA,"TZA",1000000
"20",1,"tanzania",2012,97.10529,247185842,0.392843252,0,NA,"TZA",1000000
"21",1,"tanzania",2012,75.773779,190994307,0.396733181,0,NA,"TZA",1000000
"22",1,"tanzania",2012,107.261096,275170916,0.389798085,0,NA,"TZA",1000000
"23",1,"tanzania",2012,82.951656,174412434,0.475606321,0,NA,"TZA",1000000
"24",1,"tanzania",2012,158.577034,356626368,0.444658747,0,NA,"TZA",1000000
"25",1,"tanzania",2012,64.181688,155517781,0.412696784,0,NA,"TZA",1000000
"51",1,"tanzania",2012,4.968074,16469363,0.301655504,0,NA,"TZA",1000000
"52",1,"tanzania",2012,1.31412,13463025,0.097609564,0,NA,"TZA",1000000
"53",1,"tanzania",2012,4.057484,33958450,0.119483781,0,NA,"TZA",1000000
"54",1,"tanzania",2012,6.066965,24316367,0.249501293,0,NA,"TZA",1000000
"55",1,"tanzania",2012,4.97986,24963424,0.199486256,0,NA,"TZA",1000000
"1",0,"tanzania",2012,43.19304,79693418,0.541990055,1,NA,"TZA",1000000
"2",0,"tanzania",2012,129.290671,166833302,0.774969202,1,NA,"TZA",1000000
"3",0,"tanzania",2012,55.945122,64179523,0.871697379,1,NA,"TZA",1000000
"4",0,"tanzania",2012,109.039496,163063551,0.668693251,1,NA,"TZA",1000000
"5",0,"tanzania",2012,110.319231,142242108,0.775573651,1,NA,"TZA",1000000
"6",0,"tanzania",2012,73.906623,91823539,0.804876656,1,NA,"TZA",1000000
"7",0,"tanzania",2012,683.657297,743714731,0.91924668,1,NA,"TZA",1000000
"8",0,"tanzania",2012,29.710085,38478865,0.77211438,1,NA,"TZA",1000000
"9",0,"tanzania",2012,79.152146,116289453,0.680647677,1,NA,"TZA",1000000
"10",0,"tanzania",2012,52.70725,78629266,0.67032611,1,NA,"TZA",1000000
"11",0,"tanzania",2012,13.119403,30668246,0.427784589,1,NA,"TZA",1000000
"12",0,"tanzania",2012,113.659312,134487143,0.845131434,1,NA,"TZA",1000000
"13",0,"tanzania",2012,38.367506,65746253,0.58356947,1,NA,"TZA",1000000
"14",0,"tanzania",2012,56.303766,93964002,0.599205704,1,NA,"TZA",1000000
"15",0,"tanzania",2012,21.65459,42368323,0.511103307,1,NA,"TZA",1000000
"16",0,"tanzania",2012,79.852274,97746514,0.816932193,1,NA,"TZA",1000000
"17",0,"tanzania",2012,57.79663,85215570,0.678240256,1,NA,"TZA",1000000
"18",0,"tanzania",2012,46.688874,53428567,0.873856003,1,NA,"TZA",1000000
"19",0,"tanzania",2012,193.394768,222467020,0.869318823,1,NA,"TZA",1000000
"20",0,"tanzania",2012,63.171133,84667654,0.746107043,1,NA,"TZA",1000000
"21",0,"tanzania",2012,45.614681,57604231,0.791863379,1,NA,"TZA",1000000
"22",0,"tanzania",2012,16.332848,20077865,0.813475337,1,NA,"TZA",1000000
"23",0,"tanzania",2012,13.891,26776235,0.518780926,1,NA,"TZA",1000000
"24",0,"tanzania",2012,37.186562,73498884,0.505947301,1,NA,"TZA",1000000
"25",0,"tanzania",2012,31.663809,63567101,0.498116298,1,NA,"TZA",1000000
"51",0,"tanzania",2012,13.358862,19425751,0.687688316,1,NA,"TZA",1000000
"52",0,"tanzania",2012,8.792085,10804387,0.813751396,1,NA,"TZA",1000000
"53",0,"tanzania",2012,122.364492,131658980,0.929404831,1,NA,"TZA",1000000
"54",0,"tanzania",2012,14.689263,17027799,0.862663636,1,NA,"TZA",1000000
"55",0,"tanzania",2012,12.777244,15494132,0.824650519,1,NA,"TZA",1000000
"1",1,"tanzania",2012,156.884362,450370661,0.348344987,1,NA,"TZA",1000000
"2",1,"tanzania",2012,122.177529,175335205,0.696822575,1,NA,"TZA",1000000
"3",1,"tanzania",2012,215.401066,328525482,0.655660148,1,NA,"TZA",1000000
"4",1,"tanzania",2012,168.458809,354028275,0.475834336,1,NA,"TZA",1000000
"5",1,"tanzania",2012,151.954039,253352598,0.599772965,1,NA,"TZA",1000000
"6",1,"tanzania",2012,77.569203,121564401,0.638091434,1,NA,"TZA",1000000
"7",1,"tanzania",2012,143.687713,154135149,0.93221899,1,NA,"TZA",1000000
"8",1,"tanzania",2012,73.531023,170176559,0.432086672,1,NA,"TZA",1000000
"9",1,"tanzania",2012,133.319829,282351661,0.472176535,1,NA,"TZA",1000000
"10",1,"tanzania",2012,285.459354,578191758,0.493710521,1,NA,"TZA",1000000
"11",1,"tanzania",2012,101.829413,195173488,0.521737937,1,NA,"TZA",1000000
"12",1,"tanzania",2012,292.63205,512728755,0.570734618,1,NA,"TZA",1000000
"13",1,"tanzania",2012,138.893015,318486101,0.436103851,1,NA,"TZA",1000000
"14",1,"tanzania",2012,159.349087,288958323,0.551460451,1,NA,"TZA",1000000
"15",1,"tanzania",2012,43.633054,131716743,0.331264295,1,NA,"TZA",1000000
"16",1,"tanzania",2012,125.159683,257501118,0.486054911,1,NA,"TZA",1000000
"17",1,"tanzania",2012,120.399079,264216990,0.455682577,1,NA,"TZA",1000000
"18",1,"tanzania",2012,218.524247,398250522,0.54871051,1,NA,"TZA",1000000
"19",1,"tanzania",2012,132.957255,243998853,0.544909344,1,NA,"TZA",1000000
"20",1,"tanzania",2012,150.080552,247185842,0.607156748,1,NA,"TZA",1000000
"21",1,"tanzania",2012,115.220528,190994307,0.603266819,1,NA,"TZA",1000000
"22",1,"tanzania",2012,167.90982,275170916,0.610201915,1,NA,"TZA",1000000
"23",1,"tanzania",2012,91.460778,174412434,0.524393679,1,NA,"TZA",1000000
"24",1,"tanzania",2012,198.049334,356626368,0.555341253,1,NA,"TZA",1000000
"25",1,"tanzania",2012,91.336093,155517781,0.587303216,1,NA,"TZA",1000000
